retn_code,fdgrp_cd,retn_desc,nutr_no,nutr_desc,retn_factor
0852,05,"CHICKEN,BROWN,SIMMER,W/DRIPPINGS",392,"Vitamin A, RE",0.8
0852,05,"CHICKEN,BROWN,SIMMER,W/DRIPPINGS",221,"Alcohol, ethyl",1.0
0852,05,"CHICKEN,BROWN,SIMMER,W/DRIPPINGS",321,"Carotene, beta",0.8
0852,05,"CHICKEN,BROWN,SIMMER,W/DRIPPINGS",322,"Carotene, alpha",0.8
0852,05,"CHICKEN,BROWN,SIMMER,W/DRIPPINGS",334,"Cryptoxanthin, beta",0.8
0852,05,"CHICKEN,BROWN,SIMMER,W/DRIPPINGS",337,Lycopene,0.8
0852,05,"CHICKEN,BROWN,SIMMER,W/DRIPPINGS",338,Lutein + zeaxanthin,0.8
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",301,"Calcium, Ca",0.8
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",303,"Iron, Fe",0.9
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",304,"Magnesium, Mg",0.65
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",305,"Phosphorus, P",0.7
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",306,"Potassium, K",0.6
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",307,"Sodium, Na",0.7
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",309,"Zinc, Zn",1.0
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",312,"Copper, Cu",0.9
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",401,"Vitamin C, total ascorbic acid",0.8
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",404,Thiamin,0.55
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",405,Riboflavin,0.95
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",406,Niacin,0.6
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",415,Vitamin B-6,0.5
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",417,"Folate, total",0.6
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",431,Folic acid,0.6
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",432,"Folate, food",0.6
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",421,"Choline, total",0.7
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",418,Vitamin B-12,0.5
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",318,"Vitamin A, IU",0.75
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",392,"Vitamin A, RE",0.75
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",221,"Alcohol, ethyl",1.0
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",321,"Carotene, beta",0.75
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",322,"Carotene, alpha",0.75
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",334,"Cryptoxanthin, beta",0.75
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",337,Lycopene,0.75
0851,05,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",338,Lutein + zeaxanthin,0.75
0804,05,"CHICKEN,FRIED,W/COATING",301,"Calcium, Ca",0.95
0804,05,"CHICKEN,FRIED,W/COATING",303,"Iron, Fe",0.9
0804,05,"CHICKEN,FRIED,W/COATING",304,"Magnesium, Mg",0.75
0804,05,"CHICKEN,FRIED,W/COATING",305,"Phosphorus, P",0.8
0804,05,"CHICKEN,FRIED,W/COATING",306,"Potassium, K",0.8
0804,05,"CHICKEN,FRIED,W/COATING",307,"Sodium, Na",0.8
0804,05,"CHICKEN,FRIED,W/COATING",309,"Zinc, Zn",1.0
0804,05,"CHICKEN,FRIED,W/COATING",312,"Copper, Cu",0.95
0804,05,"CHICKEN,FRIED,W/COATING",401,"Vitamin C, total ascorbic acid",0.8
0804,05,"CHICKEN,FRIED,W/COATING",404,Thiamin,0.7
0804,05,"CHICKEN,FRIED,W/COATING",405,Riboflavin,0.9
0804,05,"CHICKEN,FRIED,W/COATING",406,Niacin,0.8
0804,05,"CHICKEN,FRIED,W/COATING",415,Vitamin B-6,0.8
0804,05,"CHICKEN,FRIED,W/COATING",417,"Folate, total",0.6
0804,05,"CHICKEN,FRIED,W/COATING",431,Folic acid,0.6
0804,05,"CHICKEN,FRIED,W/COATING",432,"Folate, food",0.6
0804,05,"CHICKEN,FRIED,W/COATING",421,"Choline, total",0.7
0804,05,"CHICKEN,FRIED,W/COATING",418,Vitamin B-12,0.65
0804,05,"CHICKEN,FRIED,W/COATING",318,"Vitamin A, IU",0.75
0804,05,"CHICKEN,FRIED,W/COATING",392,"Vitamin A, RE",0.75
0804,05,"CHICKEN,FRIED,W/COATING",221,"Alcohol, ethyl",1.0
0804,05,"CHICKEN,FRIED,W/COATING",321,"Carotene, beta",0.75
0804,05,"CHICKEN,FRIED,W/COATING",322,"Carotene, alpha",0.75
0804,05,"CHICKEN,FRIED,W/COATING",334,"Cryptoxanthin, beta",0.75
0804,05,"CHICKEN,FRIED,W/COATING",337,Lycopene,0.75
0804,05,"CHICKEN,FRIED,W/COATING",338,Lutein + zeaxanthin,0.75
0803,05,"CHICKEN,FRIED,WO/COATING",301,"Calcium, Ca",0.95
0803,05,"CHICKEN,FRIED,WO/COATING",303,"Iron, Fe",0.9
0803,05,"CHICKEN,FRIED,WO/COATING",304,"Magnesium, Mg",0.75
0803,05,"CHICKEN,FRIED,WO/COATING",305,"Phosphorus, P",0.8
0803,05,"CHICKEN,FRIED,WO/COATING",306,"Potassium, K",0.8
0803,05,"CHICKEN,FRIED,WO/COATING",307,"Sodium, Na",0.8
0803,05,"CHICKEN,FRIED,WO/COATING",309,"Zinc, Zn",1.0
0803,05,"CHICKEN,FRIED,WO/COATING",312,"Copper, Cu",0.95
0803,05,"CHICKEN,FRIED,WO/COATING",401,"Vitamin C, total ascorbic acid",0.8
0803,05,"CHICKEN,FRIED,WO/COATING",404,Thiamin,0.7
0803,05,"CHICKEN,FRIED,WO/COATING",405,Riboflavin,0.9
0803,05,"CHICKEN,FRIED,WO/COATING",406,Niacin,0.8
0803,05,"CHICKEN,FRIED,WO/COATING",415,Vitamin B-6,0.8
0803,05,"CHICKEN,FRIED,WO/COATING",417,"Folate, total",0.6
0803,05,"CHICKEN,FRIED,WO/COATING",431,Folic acid,0.6
0803,05,"CHICKEN,FRIED,WO/COATING",432,"Folate, food",0.6
0803,05,"CHICKEN,FRIED,WO/COATING",421,"Choline, total",0.7
0803,05,"CHICKEN,FRIED,WO/COATING",418,Vitamin B-12,0.65
0803,05,"CHICKEN,FRIED,WO/COATING",318,"Vitamin A, IU",0.75
0803,05,"CHICKEN,FRIED,WO/COATING",392,"Vitamin A, RE",0.75
0803,05,"CHICKEN,FRIED,WO/COATING",221,"Alcohol, ethyl",1.0
0803,05,"CHICKEN,FRIED,WO/COATING",321,"Carotene, beta",0.75
0803,05,"CHICKEN,FRIED,WO/COATING",322,"Carotene, alpha",0.75
0803,05,"CHICKEN,FRIED,WO/COATING",334,"Cryptoxanthin, beta",0.75
0803,05,"CHICKEN,FRIED,WO/COATING",337,Lycopene,0.75
0803,05,"CHICKEN,FRIED,WO/COATING",338,Lutein + zeaxanthin,0.75
0864,05,"CHICKEN,REHEATED",301,"Calcium, Ca",1.0
0864,05,"CHICKEN,REHEATED",303,"Iron, Fe",1.0
0864,05,"CHICKEN,REHEATED",304,"Magnesium, Mg",1.0
0864,05,"CHICKEN,REHEATED",305,"Phosphorus, P",1.0
0864,05,"CHICKEN,REHEATED",306,"Potassium, K",1.0
0864,05,"CHICKEN,REHEATED",307,"Sodium, Na",1.0
0864,05,"CHICKEN,REHEATED",309,"Zinc, Zn",1.0
0864,05,"CHICKEN,REHEATED",312,"Copper, Cu",1.0
0864,05,"CHICKEN,REHEATED",401,"Vitamin C, total ascorbic acid",0.95
0864,05,"CHICKEN,REHEATED",404,Thiamin,0.95
0864,05,"CHICKEN,REHEATED",405,Riboflavin,1.0
0864,05,"CHICKEN,REHEATED",406,Niacin,1.0
0864,05,"CHICKEN,REHEATED",415,Vitamin B-6,0.95
0864,05,"CHICKEN,REHEATED",417,"Folate, total",0.95
0864,05,"CHICKEN,REHEATED",431,Folic acid,0.95
0864,05,"CHICKEN,REHEATED",432,"Folate, food",0.95
0864,05,"CHICKEN,REHEATED",421,"Choline, total",0.7
0864,05,"CHICKEN,REHEATED",418,Vitamin B-12,0.95
0864,05,"CHICKEN,REHEATED",318,"Vitamin A, IU",1.0
0864,05,"CHICKEN,REHEATED",392,"Vitamin A, RE",1.0
0864,05,"CHICKEN,REHEATED",221,"Alcohol, ethyl",1.0
0864,05,"CHICKEN,REHEATED",321,"Carotene, beta",1.0
0864,05,"CHICKEN,REHEATED",322,"Carotene, alpha",1.0
0864,05,"CHICKEN,REHEATED",334,"Cryptoxanthin, beta",1.0
0864,05,"CHICKEN,REHEATED",337,Lycopene,1.0
0864,05,"CHICKEN,REHEATED",338,Lutein + zeaxanthin,1.0
0805,05,"CHICKEN,ROASTED",301,"Calcium, Ca",0.95
0805,05,"CHICKEN,ROASTED",303,"Iron, Fe",0.9
0805,05,"CHICKEN,ROASTED",304,"Magnesium, Mg",0.75
0805,05,"CHICKEN,ROASTED",305,"Phosphorus, P",0.8
0805,05,"CHICKEN,ROASTED",306,"Potassium, K",0.8
0805,05,"CHICKEN,ROASTED",307,"Sodium, Na",0.8
0805,05,"CHICKEN,ROASTED",309,"Zinc, Zn",1.0
0805,05,"CHICKEN,ROASTED",312,"Copper, Cu",0.95
0805,05,"CHICKEN,ROASTED",401,"Vitamin C, total ascorbic acid",0.8
0805,05,"CHICKEN,ROASTED",404,Thiamin,0.7
0805,05,"CHICKEN,ROASTED",405,Riboflavin,0.9
0805,05,"CHICKEN,ROASTED",406,Niacin,0.8
0805,05,"CHICKEN,ROASTED",415,Vitamin B-6,0.8
0805,05,"CHICKEN,ROASTED",417,"Folate, total",0.6
0805,05,"CHICKEN,ROASTED",431,Folic acid,0.6
0805,05,"CHICKEN,ROASTED",432,"Folate, food",0.6
0805,05,"CHICKEN,ROASTED",421,"Choline, total",0.7
0805,05,"CHICKEN,ROASTED",418,Vitamin B-12,0.65
0805,05,"CHICKEN,ROASTED",318,"Vitamin A, IU",0.75
0805,05,"CHICKEN,ROASTED",392,"Vitamin A, RE",0.75
0805,05,"CHICKEN,ROASTED",221,"Alcohol, ethyl",1.0
0805,05,"CHICKEN,ROASTED",321,"Carotene, beta",0.75
0805,05,"CHICKEN,ROASTED",322,"Carotene, alpha",0.75
0805,05,"CHICKEN,ROASTED",334,"Cryptoxanthin, beta",0.75
0805,05,"CHICKEN,ROASTED",337,Lycopene,0.75
0805,05,"CHICKEN,ROASTED",338,Lutein + zeaxanthin,0.75
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",301,"Calcium, Ca",1.0
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",303,"Iron, Fe",1.0
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",304,"Magnesium, Mg",1.0
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",305,"Phosphorus, P",1.0
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",306,"Potassium, K",1.0
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",307,"Sodium, Na",1.0
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",309,"Zinc, Zn",1.0
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",312,"Copper, Cu",1.0
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",401,"Vitamin C, total ascorbic acid",0.85
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",404,Thiamin,0.75
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",405,Riboflavin,1.0
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",406,Niacin,0.95
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",415,Vitamin B-6,0.65
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",417,"Folate, total",0.7
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",431,Folic acid,0.7
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",432,"Folate, food",0.7
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",421,"Choline, total",0.7
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",418,Vitamin B-12,0.65
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",318,"Vitamin A, IU",0.8
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",392,"Vitamin A, RE",0.8
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",221,"Alcohol, ethyl",1.0
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",321,"Carotene, beta",0.8
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",322,"Carotene, alpha",0.8
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",334,"Cryptoxanthin, beta",0.8
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",337,Lycopene,0.8
0856,05,"CHICKEN,SIMMERED,W/DRIPPINGS",338,Lutein + zeaxanthin,0.8
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",301,"Calcium, Ca",0.8
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",303,"Iron, Fe",0.9
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",304,"Magnesium, Mg",0.65
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",305,"Phosphorus, P",0.7
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",306,"Potassium, K",0.6
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",307,"Sodium, Na",0.7
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",309,"Zinc, Zn",1.0
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",312,"Copper, Cu",0.9
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",401,"Vitamin C, total ascorbic acid",0.8
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",404,Thiamin,0.55
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",405,Riboflavin,0.95
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",406,Niacin,0.6
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",415,Vitamin B-6,0.5
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",417,"Folate, total",0.6
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",431,Folic acid,0.6
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",432,"Folate, food",0.6
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",421,"Choline, total",0.7
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",418,Vitamin B-12,0.5
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",318,"Vitamin A, IU",0.75
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",392,"Vitamin A, RE",0.75
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",221,"Alcohol, ethyl",1.0
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",321,"Carotene, beta",0.75
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",322,"Carotene, alpha",0.75
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",334,"Cryptoxanthin, beta",0.75
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",337,Lycopene,0.75
0855,05,"CHICKEN,SIMMERED,WO/DRIPPINGS",338,Lutein + zeaxanthin,0.75
1860,05,"TURKEY,REHEATED",301,"Calcium, Ca",1.0
1860,05,"TURKEY,REHEATED",303,"Iron, Fe",1.0
1860,05,"TURKEY,REHEATED",304,"Magnesium, Mg",1.0
1860,05,"TURKEY,REHEATED",305,"Phosphorus, P",1.0
1860,05,"TURKEY,REHEATED",306,"Potassium, K",1.0
1860,05,"TURKEY,REHEATED",307,"Sodium, Na",1.0
1860,05,"TURKEY,REHEATED",309,"Zinc, Zn",1.0
1860,05,"TURKEY,REHEATED",312,"Copper, Cu",1.0
1860,05,"TURKEY,REHEATED",401,"Vitamin C, total ascorbic acid",0.95
1860,05,"TURKEY,REHEATED",404,Thiamin,0.95
1860,05,"TURKEY,REHEATED",405,Riboflavin,1.0
1860,05,"TURKEY,REHEATED",406,Niacin,1.0
1860,05,"TURKEY,REHEATED",415,Vitamin B-6,0.95
1860,05,"TURKEY,REHEATED",417,"Folate, total",0.95
1860,05,"TURKEY,REHEATED",431,Folic acid,0.95
1860,05,"TURKEY,REHEATED",432,"Folate, food",0.95
1860,05,"TURKEY,REHEATED",421,"Choline, total",0.7
1860,05,"TURKEY,REHEATED",418,Vitamin B-12,0.95
1860,05,"TURKEY,REHEATED",318,"Vitamin A, IU",1.0
1860,05,"TURKEY,REHEATED",392,"Vitamin A, RE",1.0
1860,05,"TURKEY,REHEATED",221,"Alcohol, ethyl",1.0
1860,05,"TURKEY,REHEATED",321,"Carotene, beta",1.0
1860,05,"TURKEY,REHEATED",322,"Carotene, alpha",1.0
1860,05,"TURKEY,REHEATED",334,"Cryptoxanthin, beta",1.0
1860,05,"TURKEY,REHEATED",337,Lycopene,1.0
1860,05,"TURKEY,REHEATED",338,Lutein + zeaxanthin,1.0
1805,05,"TURKEY,ROASTED",301,"Calcium, Ca",1.0
1805,05,"TURKEY,ROASTED",303,"Iron, Fe",0.95
1805,05,"TURKEY,ROASTED",304,"Magnesium, Mg",0.8
1805,05,"TURKEY,ROASTED",305,"Phosphorus, P",0.8
1805,05,"TURKEY,ROASTED",306,"Potassium, K",0.75
1805,05,"TURKEY,ROASTED",307,"Sodium, Na",0.75
1805,05,"TURKEY,ROASTED",309,"Zinc, Zn",1.0
1805,05,"TURKEY,ROASTED",312,"Copper, Cu",0.7
1805,05,"TURKEY,ROASTED",401,"Vitamin C, total ascorbic acid",0.8
1805,05,"TURKEY,ROASTED",404,Thiamin,0.65
1805,05,"TURKEY,ROASTED",405,Riboflavin,0.85
1805,05,"TURKEY,ROASTED",406,Niacin,0.9
1805,05,"TURKEY,ROASTED",415,Vitamin B-6,0.7
1805,05,"TURKEY,ROASTED",417,"Folate, total",0.6
1805,05,"TURKEY,ROASTED",431,Folic acid,0.6
1805,05,"TURKEY,ROASTED",432,"Folate, food",0.6
1805,05,"TURKEY,ROASTED",421,"Choline, total",0.7
1805,05,"TURKEY,ROASTED",418,Vitamin B-12,0.65
1805,05,"TURKEY,ROASTED",318,"Vitamin A, IU",0.75
1805,05,"TURKEY,ROASTED",392,"Vitamin A, RE",0.75
1805,05,"TURKEY,ROASTED",221,"Alcohol, ethyl",1.0
1805,05,"TURKEY,ROASTED",321,"Carotene, beta",0.75
1805,05,"TURKEY,ROASTED",322,"Carotene, alpha",0.75
1805,05,"TURKEY,ROASTED",334,"Cryptoxanthin, beta",0.75
1805,05,"TURKEY,ROASTED",337,Lycopene,0.75
1805,05,"TURKEY,ROASTED",338,Lutein + zeaxanthin,0.75
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",301,"Calcium, Ca",1.0
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",303,"Iron, Fe",1.0
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",304,"Magnesium, Mg",1.0
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",305,"Phosphorus, P",1.0
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",306,"Potassium, K",1.0
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",307,"Sodium, Na",1.0
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",309,"Zinc, Zn",1.0
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",312,"Copper, Cu",1.0
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",401,"Vitamin C, total ascorbic acid",0.85
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",404,Thiamin,0.75
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",405,Riboflavin,1.0
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",406,Niacin,0.95
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",415,Vitamin B-6,0.7
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",417,"Folate, total",0.7
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",431,Folic acid,0.7
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",432,"Folate, food",0.7
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",421,"Choline, total",0.7
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",418,Vitamin B-12,0.7
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",318,"Vitamin A, IU",0.8
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",392,"Vitamin A, RE",0.8
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",221,"Alcohol, ethyl",1.0
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",321,"Carotene, beta",0.8
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",322,"Carotene, alpha",0.8
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",334,"Cryptoxanthin, beta",0.8
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",337,Lycopene,0.8
1852,05,"TURKEY,SIMMERED,W/DRIPPINGS",338,Lutein + zeaxanthin,0.8
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",301,"Calcium, Ca",0.85
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",303,"Iron, Fe",0.95
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",304,"Magnesium, Mg",0.65
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",305,"Phosphorus, P",0.7
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",306,"Potassium, K",0.55
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",307,"Sodium, Na",0.7
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",309,"Zinc, Zn",1.0
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",312,"Copper, Cu",0.95
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",401,"Vitamin C, total ascorbic acid",0.8
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",404,Thiamin,0.55
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",405,Riboflavin,0.95
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",406,Niacin,0.6
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",415,Vitamin B-6,0.5
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",417,"Folate, total",0.6
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",431,Folic acid,0.6
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",432,"Folate, food",0.6
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",421,"Choline, total",0.7
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",418,Vitamin B-12,0.5
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",318,"Vitamin A, IU",0.75
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",392,"Vitamin A, RE",0.75
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",221,"Alcohol, ethyl",1.0
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",321,"Carotene, beta",0.75
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",322,"Carotene, alpha",0.75
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",334,"Cryptoxanthin, beta",0.75
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",337,Lycopene,0.75
1851,05,"TURKEY,SIMMERED,WO/DRIPPINGS",338,Lutein + zeaxanthin,0.75
0357,08,"CEREAL,INST,COOKED",301,"Calcium, Ca",1.0
0357,08,"CEREAL,INST,COOKED",303,"Iron, Fe",1.0
0357,08,"CEREAL,INST,COOKED",304,"Magnesium, Mg",1.0
0357,08,"CEREAL,INST,COOKED",305,"Phosphorus, P",1.0
0357,08,"CEREAL,INST,COOKED",306,"Potassium, K",1.0
0357,08,"CEREAL,INST,COOKED",307,"Sodium, Na",1.0
0357,08,"CEREAL,INST,COOKED",309,"Zinc, Zn",1.0
0357,08,"CEREAL,INST,COOKED",312,"Copper, Cu",1.0
0357,08,"CEREAL,INST,COOKED",401,"Vitamin C, total ascorbic acid",0.9
0357,08,"CEREAL,INST,COOKED",404,Thiamin,0.9
0357,08,"CEREAL,INST,COOKED",405,Riboflavin,0.95
0357,08,"CEREAL,INST,COOKED",406,Niacin,0.95
0357,08,"CEREAL,INST,COOKED",415,Vitamin B-6,1.0
0357,08,"CEREAL,INST,COOKED",417,"Folate, total",1.0
0357,08,"CEREAL,INST,COOKED",431,Folic acid,1.0
0357,08,"CEREAL,INST,COOKED",432,"Folate, food",1.0
0357,08,"CEREAL,INST,COOKED",421,"Choline, total",1.0
0357,08,"CEREAL,INST,COOKED",418,Vitamin B-12,1.0
0357,08,"CEREAL,INST,COOKED",318,"Vitamin A, IU",1.0
0357,08,"CEREAL,INST,COOKED",392,"Vitamin A, RE",1.0
0357,08,"CEREAL,INST,COOKED",221,"Alcohol, ethyl",1.0
0357,08,"CEREAL,INST,COOKED",321,"Carotene, beta",1.0
0357,08,"CEREAL,INST,COOKED",322,"Carotene, alpha",1.0
0357,08,"CEREAL,INST,COOKED",334,"Cryptoxanthin, beta",1.0
0357,08,"CEREAL,INST,COOKED",337,Lycopene,1.0
0357,08,"CEREAL,INST,COOKED",338,Lutein + zeaxanthin,1.0
0358,08,"CEREAL,REG/QUICK,COOKED",301,"Calcium, Ca",1.0
0358,08,"CEREAL,REG/QUICK,COOKED",303,"Iron, Fe",0.95
0358,08,"CEREAL,REG/QUICK,COOKED",304,"Magnesium, Mg",1.0
0358,08,"CEREAL,REG/QUICK,COOKED",305,"Phosphorus, P",0.95
0358,08,"CEREAL,REG/QUICK,COOKED",306,"Potassium, K",0.95
0358,08,"CEREAL,REG/QUICK,COOKED",307,"Sodium, Na",1.0
0358,08,"CEREAL,REG/QUICK,COOKED",309,"Zinc, Zn",1.0
0358,08,"CEREAL,REG/QUICK,COOKED",312,"Copper, Cu",0.95
0358,08,"CEREAL,REG/QUICK,COOKED",401,"Vitamin C, total ascorbic acid",0.8
0358,08,"CEREAL,REG/QUICK,COOKED",404,Thiamin,0.8
0358,08,"CEREAL,REG/QUICK,COOKED",405,Riboflavin,0.9
0358,08,"CEREAL,REG/QUICK,COOKED",406,Niacin,0.9
0358,08,"CEREAL,REG/QUICK,COOKED",415,Vitamin B-6,0.9
0358,08,"CEREAL,REG/QUICK,COOKED",417,"Folate, total",0.7
0358,08,"CEREAL,REG/QUICK,COOKED",431,Folic acid,0.7
0358,08,"CEREAL,REG/QUICK,COOKED",432,"Folate, food",0.7
0358,08,"CEREAL,REG/QUICK,COOKED",421,"Choline, total",1.0
0358,08,"CEREAL,REG/QUICK,COOKED",418,Vitamin B-12,1.0
0358,08,"CEREAL,REG/QUICK,COOKED",318,"Vitamin A, IU",0.9
0358,08,"CEREAL,REG/QUICK,COOKED",392,"Vitamin A, RE",0.9
0358,08,"CEREAL,REG/QUICK,COOKED",221,"Alcohol, ethyl",1.0
0358,08,"CEREAL,REG/QUICK,COOKED",321,"Carotene, beta",0.9
0358,08,"CEREAL,REG/QUICK,COOKED",322,"Carotene, alpha",0.9
