retn_code,fdgrp_cd,retn_desc,nutr_no,nutr_desc,retn_factor
0358,08,"CEREAL,REG/QUICK,COOKED",334,"Cryptoxanthin, beta",0.9
0358,08,"CEREAL,REG/QUICK,COOKED",337,Lycopene,0.9
0358,08,"CEREAL,REG/QUICK,COOKED",338,Lutein + zeaxanthin,0.9
0351,08,"OATMEAL,INST,COOKED",301,"Calcium, Ca",1.0
0351,08,"OATMEAL,INST,COOKED",303,"Iron, Fe",1.0
0351,08,"OATMEAL,INST,COOKED",304,"Magnesium, Mg",1.0
0351,08,"OATMEAL,INST,COOKED",305,"Phosphorus, P",1.0
0351,08,"OATMEAL,INST,COOKED",306,"Potassium, K",1.0
0351,08,"OATMEAL,INST,COOKED",307,"Sodium, Na",1.0
0351,08,"OATMEAL,INST,COOKED",309,"Zinc, Zn",1.0
0351,08,"OATMEAL,INST,COOKED",312,"Copper, Cu",1.0
0351,08,"OATMEAL,INST,COOKED",401,"Vitamin C, total ascorbic acid",0.9
0351,08,"OATMEAL,INST,COOKED",404,Thiamin,0.9
0351,08,"OATMEAL,INST,COOKED",405,Riboflavin,0.95
0351,08,"OATMEAL,INST,COOKED",406,Niacin,0.95
0351,08,"OATMEAL,INST,COOKED",415,Vitamin B-6,1.0
0351,08,"OATMEAL,INST,COOKED",417,"Folate, total",1.0
0351,08,"OATMEAL,INST,COOKED",431,Folic acid,1.0
0351,08,"OATMEAL,INST,COOKED",432,"Folate, food",1.0
0351,08,"OATMEAL,INST,COOKED",421,"Choline, total",1.0
0351,08,"OATMEAL,INST,COOKED",418,Vitamin B-12,1.0
0351,08,"OATMEAL,INST,COOKED",318,"Vitamin A, IU",1.0
0351,08,"OATMEAL,INST,COOKED",392,"Vitamin A, RE",1.0
0351,08,"OATMEAL,INST,COOKED",221,"Alcohol, ethyl",1.0
0351,08,"OATMEAL,INST,COOKED",321,"Carotene, beta",1.0
0351,08,"OATMEAL,INST,COOKED",322,"Carotene, alpha",1.0
0351,08,"OATMEAL,INST,COOKED",334,"Cryptoxanthin, beta",1.0
0351,08,"OATMEAL,INST,COOKED",337,Lycopene,1.0
0351,08,"OATMEAL,INST,COOKED",338,Lutein + zeaxanthin,1.0
0352,08,"OATMEAL,REG/QUICK,COOKED",301,"Calcium, Ca",1.0
0352,08,"OATMEAL,REG/QUICK,COOKED",303,"Iron, Fe",0.95
0352,08,"OATMEAL,REG/QUICK,COOKED",304,"Magnesium, Mg",1.0
0352,08,"OATMEAL,REG/QUICK,COOKED",305,"Phosphorus, P",0.95
0352,08,"OATMEAL,REG/QUICK,COOKED",306,"Potassium, K",0.95
0352,08,"OATMEAL,REG/QUICK,COOKED",307,"Sodium, Na",1.0
0352,08,"OATMEAL,REG/QUICK,COOKED",309,"Zinc, Zn",1.0
0352,08,"OATMEAL,REG/QUICK,COOKED",312,"Copper, Cu",0.95
0352,08,"OATMEAL,REG/QUICK,COOKED",401,"Vitamin C, total ascorbic acid",0.8
0352,08,"OATMEAL,REG/QUICK,COOKED",404,Thiamin,0.8
0352,08,"OATMEAL,REG/QUICK,COOKED",405,Riboflavin,0.9
0352,08,"OATMEAL,REG/QUICK,COOKED",406,Niacin,0.9
0352,08,"OATMEAL,REG/QUICK,COOKED",415,Vitamin B-6,0.9
0352,08,"OATMEAL,REG/QUICK,COOKED",417,"Folate, total",0.7
0352,08,"OATMEAL,REG/QUICK,COOKED",431,Folic acid,0.7
0352,08,"OATMEAL,REG/QUICK,COOKED",432,"Folate, food",0.7
0352,08,"OATMEAL,REG/QUICK,COOKED",421,"Choline, total",1.0
0352,08,"OATMEAL,REG/QUICK,COOKED",418,Vitamin B-12,1.0
0352,08,"OATMEAL,REG/QUICK,COOKED",318,"Vitamin A, IU",0.9
0352,08,"OATMEAL,REG/QUICK,COOKED",392,"Vitamin A, RE",0.9
0352,08,"OATMEAL,REG/QUICK,COOKED",221,"Alcohol, ethyl",1.0
